Problem,Category,Confidence Score
Tasten defekt.,Unknown/Unspecified Problem,0.09433937817811966
Klingel defekt.,Leaking,0.08014048635959625
Das Mobilteil gibt keinen Ton mehr von sich. Lautsprechermembran hat sich wahrscheinlich verklemmt. Externe Spannung angelegt und wieder ok.,Missing Parts,0.46183985471725464
geht nicht.,Unknown/Unspecified Problem,0.2040623128414154
"Defekt: Akku war leer → folge: Bootloop (verbreitetes Problem) Beratung, Reparaturkosten Batterie und Ladeport 20 EUR. Zu viel gegenüber dem Zeitwert des Gerätes. Zusammen mit Vorgeschichte (Feuchtigkeit im Gehäuse, Tonprobleme Lautsprecher) ist der dauerhafte Reparaturerfolg in Frage gestellt. Gast wird sich neues Mobiltelefon besorgen.",Battery/Charging Issues,0.13677409291267395
"Defekt: Wenn der Akku fast leer ist, wird das Gerät nicht mehr geladen. Das Gerät setzt sich auf Werkseinstellungen zurück. Beratung, dass das Mobiltelefon länger geladen wird. Ladezeit war immer nur ganz kurz. Besucherin beobachtet das Problem und kommt ggf. zum Akkuwechsel wieder.",Other Issue,0.049880679696798325
n.a.,Unknown/Unspecified Problem,0.15731380879878998
Displaytausch.,Aesthetic Issues,0.09402976185083389
Kamerakontakt lose.,Remote Control or Signal Transmission Issue,0.08096498996019363
mit Schrumpfschläuchen verstärkt um Kabelbruch vorzubeugen.,Audio/Sound Problems,0.06481485813856125
Betriebs System instalation.,Incorrect Assembly,0.07845273613929749
defekt.,Unknown/Unspecified Problem,0.1492258757352829
Akku. Könnte nicht geöffnet werden.,Unsafe to Use,0.3102184236049652
"ladebuchse kaputt Ersatzladebuchse einlöten, nicht geklappt weil kein passendes Werkzeug da.",Missing Parts,0.4548969268798828
Ladebuchse anlöten.,Leaking,0.07619096338748932
Ladebuchse kaputt.,Incorrect Assembly,0.09967358410358429
Ladebuchse kaputt.,Incorrect Assembly,0.09967358410358429
"Das Smartphone Galaxy J3 hatte Probleme mit dem Mikrofon. Wir empfahlen dem Gast, ein neues Mikrofon zu besorgen, dann können wir ihm bei der Reparatur helfen.",Missing Parts,0.19405357539653778
Displayglas gebrochen. Ein neues Display wird benötigt. Laden für Reparatur empfohlen.,Display/Screen Issues,0.1341901570558548
"Angegebener Fehler: das Gerät bootet nicht, der Akku lädt aber. Gerät bootet und startet doch, Passwort weiß die Besitzerin nicht und lässt sich auch nicht ermitteln. Damit auf die Daten kein Zugriff.",Unknown/Unspecified Problem,0.2688591182231903
"Gerät lässt sich nicht laden, da die USB-Buchse defekt ist. Buchse getauscht, Gerät lädt wieder. Display blitz kurz auf, bleibt aber ansonsten dunkel. Es vibriert auch beim Einschalten -> Display defekt.",Excessive Noise/Vibration,0.2024020403623581
Display gerissen und dashalb keine Bedienung möglich.,Unsafe to Use,0.20176300406455994
Displaytausch.,Aesthetic Issues,0.09402976185083389
Display defekt.,Unsafe to Use,0.1689465492963791
Reparaturberatung.,Lubrication/Maintenance Needed,0.14626824855804443
Ladebuchse kaputt.,Incorrect Assembly,0.09967358410358429
Displaywechsel.,Aesthetic Issues,0.10848801583051682
"An dem Smartphone waren gleich mehrere Sachen defekt. Glasscheibe war gesprungen, keine Ladung möglich. Ursache dafür war ein Wackelkontakt an der USB-Buchse. Wir haben die Ersatzteile dazu rausgesucht – die Besitzerin überlegt nun, ob sich eine Reparatur lohnt.",Missing Parts,0.2835913896560669
"Das Smartphone funktionierte nicht einwandfrei. Wenn es entsperrt wrude, startet es manchmal neu. Wir empfahlen, eine Datensicherung durchzuführen und das Gerät auf Werkseinstellungen zurückzusetzen.",Missing Parts,0.07469234615564346
Klinkenstecker tauschen. Beim Öffnen Display komplett zerbrochen. Reparatur lohnt nicht.,Display/Screen Issues,0.18655964732170105
Nach Sturz ins Wasser funktionierte das Smartphone nicht mehr. Demontage und Reinigung mit Alkohol. Danach funktionierte es wieder einwandfrei.,Liquid/Water Damage,0.14466741681098938
Display gesplittert.,Remote Control or Signal Transmission Issue,0.06834683567285538
"Akku war vorher schon gewechselt worden, ohne ihn zu kalibrieren. Hinweis wie das durchzuführen ist.",Missing Parts,0.13085034489631653
Akkuwechsel.,Unknown/Unspecified Problem,0.07372274249792099
Ladebuchse und Akku ausgetauscht.,Incorrect Assembly,0.1594533622264862
Display kaputt Datensicherung.,Remote Control or Signal Transmission Issue,0.0923052504658699
n.a.,Unknown/Unspecified Problem,0.15731380879878998
Akkuwechsel.,Unknown/Unspecified Problem,0.07372274249792099
Akku festkleben.,Excessive Noise/Vibration,0.06649661809206009
Das Mikrofon des Smartphones rauschte nur noch. Glücklicherweise befindet es sich am Kabel für den Kopfhöreranschluss und kann so einzeln getauscht werden.,Missing Parts,0.2654933035373688
"Displayaustausch noch nicht fertig, Zeit reichte nicht aus.",Missing Parts,0.2518346905708313
Displayaustausch.,Aesthetic Issues,0.10700656473636627
Displayaustausch.,Aesthetic Issues,0.10700656473636627
"Nach einem Sturz zeigte ein „S60“ Smartphone von Doogee auf einmal keine Funktion mehr. Es ließ sich nicht einschalten und lediglich die Lade-LED leuchtete, wenn man es mit dem Ladegerät verband. Nachdem der Besitzer das Telefon zerlegt hatte, testeten wir zuerst den Akku, da dieser erfahrungsgemäß häufig die Ursache solcher Fehlerbilder ist. Tatsächlich diagnostizierten wir dann auch dessen Defekt - hier muss also erst ein neuer Lithium-Ionen-Akku beschafft werden. Beim nächsten Mal geht's dann mit dem Austausch weiter.",Display/Screen Issues,0.09713055938482285
"Eine Besucherin wollte bei uns die gesprungene Display-Glasscheibe ihres Samsung „Galaxy J5“ Smartphones tauschen, was sich am Ende aber doch als zu aufwändig und unpraktikabel herausstellte. Sie entschied sich letztlich dafür, doch die gesamte Displayeinheit zu ersetzen, und will hierfür bis zum kommenden Termin nun das nötige Ersatzteil bestellen.",Display/Screen Issues,0.2620753049850464
Display gebrochen.,Rust/Corrosion,0.07651466131210327
Rauschen und Krächzen in den Geräten. Test in Anlage bei R. Steiner.,Excessive Noise/Vibration,0.23120446503162384
Akku defekt.,Unsafe to Use,0.1265745311975479
Display Austausch.,Alignment/Calibration Issues,0.08951639384031296
Softwareproblem.,Software/Firmware Issues,0.11801952123641968
defekt.,Unknown/Unspecified Problem,0.1492258757352829
"Probleme mit der Batterieversorgung hatte ein DECT-Telefon von Philips. Es hielt nie wirklich lange durch und ging wohl auch manchmal einfach aus. Wir vermuteten daher einen schwachen bzw. defekten Akku oder eine Kontaktunsicherheit und empfahlen dem Besitzer, es daheim zunächst einmal mit neuen Akkus auszuprobieren und wiederzukommen, sollte der Fehler bestehen bleiben. Inzwischen informierte uns der Gast, dass das Telefon mit neuen Akkus nun wieder einwandfrei läuft.",Battery/Charging Issues,0.3616899847984314
"Mit einem Samsung Galaxy Smartphone, das nicht mehr ihrem Willen gehorchen wollte, besuchte uns eine ältere Dame. Nachdem wir bei dem Gerät ein Betriebssystemupdate durchgeführt und die Datenverbindung zurückgesetzt hatten, funktionierte wieder alles zu ihrer Zufriedenheit.",Missing Parts,0.0829363763332367
"Mit einem Samsung Galaxy Smartphone, das nicht mehr ihrem Willen gehorchen wollte, besuchte uns eine ältere Dame. Nachdem wir bei dem Gerät ein Betriebssystemupdate durchgeführt und die Datenverbindung zurückgesetzt hatten, funktionierte wieder alles zu ihrer Zufriedenheit.",Missing Parts,0.0829363763332367
Displaytausch.,Aesthetic Issues,0.09402976185083389
Display kaputt.,Incorrect Assembly,0.0999097153544426
Akku defekt.,Unsafe to Use,0.1265745311975479
Betriebssystem neu einrichten.,Lubrication/Maintenance Needed,0.09599757939577103
defekt.,Unknown/Unspecified Problem,0.1492258757352829
Internetverbindung. unbekannt --> Softwareproblem.,Unknown/Unspecified Problem,0.208714097738266
war falsch eingestellt.,Incorrect Assembly,0.22015291452407837
"Bei einem Sony „Xperia V LT25i“ Smartphone war die Micro-USB-Buche defekt; das Gerät ließ sich nicht mehr laden. Der Tausch der Buchse ist gelungen, allerdings ist der Besitzerin dabei ein Missgeschick passiert: sie hat die WLAN-Antenne abgerissen.",Missing Parts,0.3638119399547577
Rufnummernwahl nicht möglich.,Unknown/Unspecified Problem,0.14477339386940002
W48 funktioniert nicht.,Unknown/Unspecified Problem,0.15344345569610596
Kein externer Rufaufbau möglich.,Lubrication/Maintenance Needed,0.0840640515089035
"Es stellte sich heraus, dass die Akkus verbraucht waren. Mit neuen NiMH-Akkus für Telefone wird das Mobilteil wieder arbeiten. Es ist ein sehr häufiger Fehler, der einfach zu beheben ist.",Unknown/Unspecified Problem,0.0807943269610405
Displaywechsel.,Aesthetic Issues,0.10848801583051682
geht nicht mehr an Ladebuchse defekt.,Unsafe to Use,0.14345845580101013
Recherche nach Akku.,Unknown/Unspecified Problem,0.121449775993824
"Neuling für ein Smartphone. Einweisung und Aufzeigen, wie die SIM-Karte eingelegt wird.",Dispensing/Filling Issues,0.08060137182474136
Geht nicht mehr an.,Incorrect Assembly,0.2367391586303711
Platine kaputt.,Incorrect Assembly,0.15939582884311676
Handy lässt sich nicht starten. Reparaturempfehlung Fachmann.,Unknown/Unspecified Problem,0.20344281196594238
Batterien.,Battery/Charging Issues,0.13420121371746063
Batterien.,Battery/Charging Issues,0.13420121371746063
defekt.,Unknown/Unspecified Problem,0.1492258757352829
"Keine Bedienung zur Datensicherung möglich, da die Glasscheibe mehrfach gerissen ist. Display wird bestellt.",Display/Screen Issues,0.1880389004945755
startet nicht.,Unknown/Unspecified Problem,0.19931168854236603
Akku immer leer.,Leaking,0.1158381849527359
Lädt nicht auf.,Unknown/Unspecified Problem,0.1424993872642517
Handyklappe verbogen.,Excessive Noise/Vibration,0.16032706201076508
"Power-Button defekt - gewechselt, geht trotzdem nicht.",Power Failure,0.4639788568019867
"In einem Gigaset E36 knarzte der Lautsprecher der Freisprechfunktion am Handteil. Hier sind die Kupferlitzen, die unter der Lautsprechermembran verlaufen und die Spule formen, an einer Stelle durch die Bewegung der Membran gebrochen. Der Besitzer versucht, passenden Ersatz aufzutreiben.",Physical/Structural Damage,0.13049226999282837
"Micro-USB-Buchse defekt. Eine neue Buchse hatte die Besucherin gleich mitgebracht. Nach dem Tausch ging die Ladefunktion wieder. Ob die Datenübertragung ebenfalls klappt, wird sie zu Hause testen.",Missing Parts,0.1727706342935562
Platine korrodiert.,Rust/Corrosion,0.10273610800504684
"Der Akku sollte an dem Smartphone gewechselt werden. Dazu musste das Gerät mit einem Föhn erwärmt und mit speziellem Werkzeug geöffnet werden. Da die Besitzerin die Anleitung dazu bereits im Internet gefunden hatte, konnte sie den Wechsel mit einer helfenden Hand und wachsamem Blick prima allein durchführen.",Missing Parts,0.07083281129598618
SIM-Karte wurde nicht erkannt - Kontakt weggebrochen.,Unknown/Unspecified Problem,0.2139083594083786
Gerät ging nicht aufzuladen - durch den Gebrauch hatte sich die Ladebuchse von der Leiterbahn gelöst.,Missing Parts,0.16702258586883545
Das Telefon konnte nicht geladen werden. Fussel hatten die Ladebuchse blockiert. Nach der Reinigung der Buchse wurde das Telefon wieder aufgeladen.,Missing Parts,0.09465393424034119
"Das Mobiltelefon („Nesthäkchen“ von 2004) musste zu oft ans Ladegerät. Hier war noch der Original-Akku drin – erstaunlich, dass dieser überhaupt noch ein bisschen ging. Wir haben ihr einen Neuen bestellt und hoffen auf eine positive Rückmeldung.",Missing Parts,0.1510373204946518
Bei einem HTC „One M9“ Smartphone lief der Vibrationsmotor noch unrunder als er sollte. Er hatte sich aus seiner Verankerung gelöst und schlug nun mit vollem Körpereinsatz gegen die Innenwand des Gehäuses. Mit etwas Klebstoff verbannten wir den Motor auf seine angestammte Position. Nun läuft er unrund wie eh und je.,Physical/Structural Damage,0.157950296998024
die Helfte des Displays zeigt grauen Streifen.,Physical/Structural Damage,0.22517289221286774
"Nach einem Akkutausch, den sie vor einiger Zeit durchgeführt hatte, weigerte sich das Smartphone vehement, den neuen Akku zu laden. Jedenfalls tat sich beim Anstecken des Netzteils nichts und die Ladeanzeige verharrte bei ihrem niedrigen Stand. Alle Kontakte, Steckverbinder und Kabel schienen in Ordnung, sodass wir letztlich auch nicht mehr weiterwussten.",Missing Parts,0.09241023659706116
"Displayglas gesprungen - Besucherin brachte eine neue Displayeinheit mit und hatte sich im Internet zuvor schlau gemacht, wie diese zu tauschen ist. Zum Anschauen der Videoanleitung brachte sie praktischerweise gleich ihr Notebook mit. Dank ihrer Vorankündigung waren wir zudem entsprechend vorbereitet und hatten ein Heizluftgebläse im Gepäck. Mit diesem wurde die Klebeverbindung zwischen Display und Gehäuse erwärmt und vorsichtig gelöst. Anschließend konnten verbleibende Kleberückstände beseitigt und das neue Display eingeklebt werden.",Display/Screen Issues,0.10467223823070526
"Das „Fritz-Fon“ wollte nicht mehr anzeigen, was es so alles zu bieten hat. Alle winzigen Lötstellen zum Display wurden nachgelötet; ebenso das Flachbandkabel, die BGAs usw. - Alles umsonst, leider konnten wir nicht helfen.",Battery/Charging Issues,0.13201259076595306
"Ein „Bea-fon“ Mobiltelefon signalisierte ständig einen Kamerafehler und war in diesem Zustand nicht mehr zu gebrauchen. Dem Fehlerbild nach zu urteilen ist hierfür wahrscheinlich ein Bruch im Flachbandkabel verantwortlich, wie es bei vielen Telefonen mit Slider- oder Klappmechanismus nach einiger Zeit auftritt. Weil keinerlei Ersatzteile verfügbar sind und ein Neues vermutlich günstiger wäre, berieten wir den Gast lediglich bei der Wahl eines geeigneten Modells.",Audio/Sound Problems,0.09599392861127853
"Besucherin benötigte lediglich Hilfe beim Einrichten ihres Smartphones, das infolge eines Garantiefalls beim Service auf Werkseinstellungen zurückgesetzt wurde. Nachdem wir ihr die gewünschten Apps installiert und konfiguriert hatten, konnte sie es wieder wie gewohnt benutzen. In Zukunft kann sie das Telefon nun sicher auch eigenständig anpassen und neue Programme aufspielen.",Missing Parts,0.065944604575634
Einer fachgerechten Entsorgung musste auch ein Akku aus dem Telefon zugeführt werden. Dieser wies keine Spannung mehr auf und hatte sich bereits deutlich aufgebläht. Aus diesem Grund zeigte auch das Telefon keine Funktion und lud den Akku nicht auf. Mit einem neuen Ersatzakku dürfte es aber bald wieder funktionieren.,Unknown/Unspecified Problem,0.06551133841276169
"Bei dem iPhone 3 hatte das Display abgehoben. Ursache dafür war der eingebaute Akku, der ganz schön aufgebläht war und ersetzt werden muss. Dann wird das Gerät wieder seine ursprüngliche Form haben.",Display/Screen Issues,0.24959523975849152
"Die Besitzerin eines LG Smartphones hatte sich vorher schon gut informiert und brachte außer dem defekten Gerät, bei dem die Glasscheibe gerissen war, eine neue Einheit, bestehend aus LC-Display, Touchscreen und Rahmen mit. Um der Reparaturanleitung auf YouTube folgen zu können, hatte sie auch ihren Laptop dabei. Das waren natürlich super Voraussetzungen für eine erfolgreiche Reparatur. Improvisieren mussten wir dann nur, da alle Videos einen Wechsel der Glasscheibe zeigten und nicht den Wechsel der von ihr gekauften Einheit. Als wir nach dem Zusammenbau die Funktionen des Smartphones kontrollierten und alles funktioniert, war sie glücklich. Nur eine Isolierfolie war dann übrig - aber sie weiß ja, wo die hin muss und wird sie wohl noch zu Hause einsetzen.",Missing Parts,0.09163147956132889
Das Fairphone 2 litt unter Kontaktproblemen. Nach einer Reinigung arbeitete das Smartphone wieder.,Connectivity Problems,0.28261804580688477
"Hier tat sich nach dem Einschalten zunächst gar nichts. Mit unserem ESR-Tester prüften wir diverse Elektrolytkondensatoren auf der Platine und fanden schließlich einen SMD-Elko mit verdächtig hohem Widerstandswert im Netzteilbereich der Schaltung. Dieser wurde ausgetauscht, wonach sich die Baugruppe dann auch wieder einschalten ließ.",Unknown/Unspecified Problem,0.06190662458539009
"Es war die Kameralinse gesprungen und hatte der Besitzerin so zahlreiche Fotoaufnahmen vermiest. Ersatz hatte sie schon besorgt. Wir halfen ihr dabei, das Telefon nach Anleitung aus dem Internet auseinanderzubauen, die alte Linse zu entfernen und die neue einzukleben. Hierbei war viel Geduld und Fingerspitzengefühl gefragt, da die Klebefläche zum Erweichen des Klebstoffes erst langsam mit einem Föhn erwärmt und die Linse danach vorsichtig abgehoben werden musste. Für solcherlei filigrane Reparaturen sollte man also immer etwas mehr Zeit einplanen.",Missing Parts,0.07775091379880905
"Es reagiert der Home-Button mittlerweile nur noch auf sehr starkes Drücken. Da hier aber wahrscheinlich die gesamte Tastenbaugruppe getauscht werden muss und zum Öffnen und Zerlegen außerdem spezielles Werkzeug erforderlich ist, mussten wir in Anbetracht der doch schon fortgeschrittenen Zeit dann leider passen. Für derart anspruchsvolle Reparaturarbeiten an solch hochintegrierter und empfindlicher Elektronik sollte man doch besser etwa zwei Stunden einplanen. Mit einer kurzen Nachricht vorab lässt sich im Vorfeld zudem auch rechtzeitig das passende Werkzeug organisieren. Der Besucher überlegt sich nun, ob er hierfür ein Ersatzteil kauft und zu einem der nächsten Termine mit dem Telefon wiederkommt.",Missing Parts,0.06924403458833694
Smartphone mit „Windows Phone“-Betriebssystem Besitzerin benötigte Hilfe bei der Installation einer Messenger-App. Wir halfen ihr bei der Einrichtung des hierfür erforderlichen Microsoft-Kontos und installierten und konfigurierten mit ihr das neue Programm.,Missing Parts,0.0671250969171524
"Damit ließen sich seit einer Weile nur noch Anrufe entgegennehmen. Nahm man dagegen den Hörer ab und wollte einen Anruf tätigen, ertönte kein Freizeichen. Zuerst reinigten den Gabelschalter und behandelten ihn mit etwas Kontaktspray. Während der Fehlersuche fielen zudem einige Elektrolytkondensatoren mit hohem ESR-Wert auf, die wir vorsorglich tauschten.",Missing Parts,0.056947216391563416
Mit dem Telefon-Mobilteil ließen sich keine Gespräche annehmen. Die grüne Taste gab einfach keinen Kontakt. Nach der Reinigung der Kontakte funktioniert es wieder.,Missing Parts,0.0848039835691452
"Kontakte defekt, Akkus benutzen.",Unsafe to Use,0.08265506476163864
"Es lief nur noch langsam und der SIM-Kartenslot erkannte keine SIM mehr, was sich ohne passendes Ersatzteil jedoch nicht beheben ließ. Wir empfahlen ihr ein Backup aller Daten und eine Neuinstallation nur der wichtigsten Programme. Außerdem die Beschaffung einer neuen SIM-Halterung, die anstelle der kaputten eingebaut werden kann.",Missing Parts,0.08734307438135147
"Es hatte keinen freien Speicher mehr, um die erforderlichen Updates zu installieren. Wir haben die persönlichen Daten auf einem Laptop gespeichert, es dann auf die Werkseinstellung zurückgesetzt und bei der Kontoeinrichtung sowie der Neuinstallation der wirklich benötigten Apps geholfen.",Missing Parts,0.1106514036655426
Lädt nicht. Akku tiefentladen. Lies sich nnach mehrfachem An-/Abstöpseln wieder aktivieren.,Incorrect Assembly,0.20323289930820465
Es hatte einen Displayschaden. Die Reparatur scheiterte bereits am Ausbau des alten Displays. Eventuell sollte ein erneuter Versuch unternommen werden.,Missing Parts,0.29070985317230225
Aus zwei defekten Geräten wurde ein funktionierendes gemacht. Ein weißes Modell hatte einen Wasserschaden und ein silbernes Modell hatte einen Displayschaden. Daraus entstand ein iPhone mit silbernem Gehäuse und weißem Home-Button.,Display/Screen Issues,0.25368770956993103
"Es waren die Kontakte des SIM-Karten-Halters nach einer etwas unsanften Entnahme der SIM verbogen. Beim Versuch, sie wieder zurechtzubiegen, brachen diese jedoch einfach ab, sodass sich dieses Telefon nicht mehr retten ließ. Hier muss wohl der gesamte Halter ausgelötet und gegen einen neuen getauscht werden.",Unknown/Unspecified Problem,0.05471272021532059
Das Display eines Mobiltelefons mit Slider-Mechanismus zeigte nichts mehr an; nur die Hintergrundbeleuchtung funktionierte noch. Wir fanden einen Ermüdungsbruch im Verbindungskabel zum Bildschirm. Durch ständiges Auf- und Zuschieben waren viele der Leiterzüge auf dem dünnen Flexkabel gebrochen. Wir brauchen ein Ersatzteil.,Display/Screen Issues,0.19834183156490326
"Es fehlte der SIM-Karten-Halter. Der Besitzer hatte zwar einen neuen mit, aber den konnten wir nicht einlöten, da die Pads auf der Leiterplatte abgerissen waren. Nicht reparabel.",Missing Parts,0.18561187386512756
Es ging nicht mehr an. Das Display und auch das Mainboard war defekt.,Missing Parts,0.3468078374862671
"War ins Wasser gefallen. Die Besitzerin hatte es schon nach einer Anleitung im Internet getrocknet, aber es gab weder eine Reaktion am Display noch am Touch. Nach dem Öffnen des Gerätes mussten wir dann feststellen, dass der Akku danach halt doch noch zu lange in Kontakt mit dem Wasser war - der Displayanschluss auf dem Mainboard und am Flatflex-Kabel waren wegkorrodiert. Eine Reparatur wird wohl zu teuer.",Display/Screen Issues,0.18926934897899628
Das Mikrofon des Telefons kratzte. Die Sprachqualität konnte trotz guten Zuredens und Reinigung der Mikrofonkapsel kaum verbessert werden.,Missing Parts,0.06704851984977722
Einige Tasten reagierten nicht auf die Eingabe des Benutzers. Das Telefon wurde zerlegt und die Kontaktfolie sowie der Kontaktgummi der Tastatur vorsichtig mit Isopropanol gereinigt. Nach dem Zusammensetzen konnten wieder alle Tasten betätigt werden.,Missing Parts,0.17380964756011963
der Blitz hatte in die Basisstation eingeschlagen (fachmännischer gesagt: die überhöhte Netzspannung hatte zu Schäden geführt). Wir sahen uns das Netzteil und die Basisstation von innen an und mussten einen Totalschaden verzeichnen. Diverse Bauelemente waren explodiert und Leiterzüge weggebrannt. Das muss ein ordentliches Feuerwerk gegeben haben.,Physical/Structural Damage,0.11893003433942795
"Es war der Einschalter defekt. Dem Besitzer war es wichtig, wenigstens seine Daten zu retten, falls es nicht zu reparieren ist. Nach dem Öffnen des Gerätes sahen wir, dass der Schalter sich von der Leiterplatte gelöst hatte und leider keine Möglichkeit mehr bestand, ihn wieder anzubringen, da das Lötpad auf der Leiterplatte abgerissen war. Wir rieten ihm, einen Spezialisten aufzusuchen, der unter einem Mikroskop versuchen könnte, den Anschluss (zumindest für die Datenrettung) wiederherzustellen.",Missing Parts,0.07122547179460526
"Es zeigte das Display nichts mehr an. Der Besitzer vermutete einen Defekt der Anzeige oder Kontaktschwierigkeiten. Leider konnten wir das Gerät nicht vollständig zerlegen und fanden auch keinen Fehler. Zwischendurch ging es sogar einmal kurz an. Vielleicht handelt es sich auch um ein Lötproblem, bei dem sich nach einiger Zeit die Bauteile von der Leiterplatte lösen. Wir können da leider nicht weiterhelfen, da sollten besser Profis ran.",Display/Screen Issues,0.14568376541137695
"aus dem Mobilteil waren bei einem Sturz Teile herausgefallen. Wir stellten fest, dass sich zwei Dioden von der Leiterplatte gelöst hatten. Nachdem diese angelötet waren, ging das Teil wieder. An der Basisstation funktionierte eine LED nicht. Nach dem Beheben des Kontaktproblems funktionierte auch diese wieder.",Connectivity Problems,0.064375139772892
"Ließ sich nicht mehr aufladen. Wir haben die Akkuspannung gemessen und diese war sehr niedrig. An einem Netzteil haben wir dem Akku wieder etwas Ladung verpasst, sodass sie dann auch wieder im Telefon aufgeladen wurden. Die Besitzerin will zukünftig darauf achten, den Akku nicht tiefzuentladen.",Missing Parts,0.08023466169834137
"Ließ sich nicht mehr aufladen. Wir haben die Akkuspannung gemessen und diese war sehr niedrig. An einem Netzteil haben wir dem Akku wieder etwas Ladung verpasst, sodass sie dann auch wieder im Telefon aufgeladen wurden. Die Besitzerin will zukünftig darauf achten, den Akku nicht tiefzuentladen.",Missing Parts,0.08023466169834137
Mobiltelefon mit Wasserschaden ließ sich nicht mehr einschalten.,Missing Parts,0.24781206250190735
Ein GSM-Telefon (so etwas wie ein stationäres Mobiltelefon) hatte beim Gespräch ständig Aussetzer und Tonstörungen. Im Gerät befanden sich keine Kontakte; die einzige Schwachstelle waren die Stecker des Spiralkabels zwischen Hörer und Gerät. Wir reinigten die Kontaktfähnchen und ein Testanruf zeigte den Erfolg.,Excessive Noise/Vibration,0.10037755966186523
"Ihr war die Bedienung ihres Mobiltelefons unklar und wir halfen dabei, verschiedene Symbole und Funktionen zu erklären. Leider nehmen sich offenbar manche Verkäufer großer Handelsketten zu wenig Zeit dafür, ihre Kunden ausreichend zu beraten. Sie hatten diese Kundin nur auf die Bedienungsanleitung verwiesen, die sie aber nicht verstand. Hier schlummert noch viel Potential, mit dem die ""Servicewüste Deutschland"" weiter trockengelegt werden sollte.",Unknown/Unspecified Problem,0.14725905656814575
Es ließ sich nicht mehr einschalten. Der Ein-Schalter konnte vom Besitzer gewechselt werden.,Missing Parts,0.07953177392482758
Die Daten von einem alten Telefon sollten auf ein neues übertragen werden. Das Datenkabel funktionierte nicht. Wir konnten die Daten aus dem Telefon auf eine SIM-Karte und von da in ein anderes Telefon übertragen - das war der einfachste Weg.,Missing Parts,0.08235391974449158
"Es lud nur noch sporadisch. Es wurde untersucht und keine Auffälligkeiten an dem Ladegerät, der Buchse oder der Platine festgestellt. Als nächstes wird der Besitzer einen anderen Akku testen, um auch das auszuschließen.",Missing Parts,0.20182949304580688
"Es zeigte nichts mehr an. Der vermutete Bruch des flexiblen Kabels zwischen beiden Hälften war nicht das Problem, das wieder angesteckte Kabel behob den Defekt.",Missing Parts,0.14253130555152893
Die Tastatur war defekt. Wir haben aus Zweien eines funktionierendes gemacht.,Missing Parts,0.22796063125133514
"LCD needs replacing. Water damage, display issues and shorting amps. Advised price of LCD, client could not afford.",Liquid/Water Damage,0.2193450629711151
Instellingen. Instellingen. Instellingen opnieuw ingesteld.,Dispensing/Filling Issues,0.06846363097429276
yes. Needed Help with operating links on phone. Showed how to copy and paste to Chrome.,Unknown/Unspecified Problem,0.15567700564861298
"Stuck in a boot loop. Not starting, going around in a loop. Did a hard reset. Battery flat so charged a little. Seems OK now.",Battery/Charging Issues,0.41918039321899414
écran HS. écran HS. changement de l'écran.,Lubrication/Maintenance Needed,0.09751510620117188
écran cassé. changement de l'écran.,Missing Parts,0.35562974214553833
coque cassée. changement de coque.,Dispensing/Filling Issues,0.16225527226924896
Not registered for MMS. Not allowing to send a photo to an Android phone since switching from Optus to Dodo. Advised them to call Dodo to register for MMS functionality.,Unknown/Unspecified Problem,0.11181619763374329
"wordt warm, batterij vervangen. doet het niet.",Physical/Structural Damage,0.21329757571220398
"Vergt te veel tijd. Moet uitgeprobeerd worden. camera op gsm, geen bleutooth noch wifi. wieltjes geplaatst, ketting geregeld.",Remote Control or Signal Transmission Issue,0.09327290952205658
"Display gesplittert. Display defekt, zerbrochen. Gerät zerlegt, Ersatzdisplay eingebaut. Gerät zerlegt, defektes Display ausgebaut. Kunde hat falsches Ersatzteil bestellt. Korrektes Ersatzteil gesucht. Kunde bestellt, dann wird die Reparatur beendet.",Display/Screen Issues,0.16936004161834717
email werkt niet.,Incorrect Assembly,0.2332969605922699
Navigator app won't work.,Unsafe to Use,0.10922871530056
Email password not known. Emails not coming down. Sorted email account for Hotmail.,Unknown/Unspecified Problem,0.15000955760478973
Flat batter and user config error. Won't switch on. Caps lock was permanently locked on. Battery totally flat - recharged to 20% - config adjusted for normal operations.,Battery/Charging Issues,0.43498554825782776
doet het niet (na val) naar telefoonwinkel gestuurd.,Incorrect Assembly,0.1278027445077896
écran cassé. Ecran cassé. changement de l'écran.,Missing Parts,0.1522953063249588
changement d'écran. changement de l'écran.,Remote Control or Signal Transmission Issue,0.049875810742378235
"Ecran à changer. Besoin de diagnostique, ne fonctione plus. Commander un ecran.",Unknown/Unspecified Problem,0.1547846645116806
écran à changer. Changemete l'écran. changement de l'écran.,Missing Parts,0.09599034488201141
Hij blijft terugcirkelen naar de vorige eigenaar. inlogproblemen.,Incorrect Assembly,0.07414934784173965
"test batteries OK, modules démontés et nettoyés, carte mère oxydée ? Ne fonctionne pas.",Missing Parts,0.2618929147720337
laadt niet meer op. nieuwe oplader aanschaffen.,Incorrect Assembly,0.30173587799072266
probleme carte SD. problème de carte.,Unknown/Unspecified Problem,0.28123676776885986
Système bloqué. Mot de passe oublié.,Physical/Structural Damage,0.24144908785820007
écran à réparer. Ne s'allume plus. Changé l'écran.,Missing Parts,0.1577204167842865
geen. advies: hoe scan ik QR code.,Incorrect Assembly,0.07136031985282898
MAJ/connexion. besoin d'aide pour allumer. MAj.,Remote Control or Signal Transmission Issue,0.0677199587225914
