Problem,Category,Confidence Score
Kupplung kaputt.,Incorrect Assembly,0.08926568925380707
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
"CD, Kassette defekt.",Component Failure (Electronic),0.08354213088750839
"Putzen, Funktionsprüfung, Betriebssystem installieren.",Software/Firmware Issues,0.0861402228474617
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Läuft unrund.,Unknown/Unspecified Problem,0.11790680885314941
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Displaybeleuchtung defekt.,Aesthetic Issues,0.07415510714054108
Defekte Membrandichtung im Cremaventil.,Wear and Tear/End of Life,0.13807666301727295
"Schalter ging an, aber Maschine hat keine Funktion. - X2-Kondensator im Netzteil nur noch halbe Kapazität - erneuert.",Missing Parts,0.23792573809623718
"Schnurschalter schaltete unzuverlässig, brutzelte. - neuen Schnurschalter eingebaut.",Incorrect Assembly,0.19256383180618286
Ein EPROM funktionierte nicht mehr. - beim Wechseln ein Beinchen verbogen - Beinchen gerichtet.,Missing Parts,0.18408046662807465
"Ließ sich anschalten, aber nicht weiter bedienen. - Batterie (CR 2032) hatte 3 V im Leerlauf, 2,8 V unter last - neue Batterie eingebaut.",Battery/Charging Issues,0.16085763275623322
"keine Funktion. - Batterien hatten 0,2 - 0,8 V - neue Batterien eingebaut.",Battery/Charging Issues,0.14834071695804596
"Sprang nicht mehr an. - Anlaufkondensator hatte Kurzschluss, Gast besorgt Ersatz und baut selbst ein.",Missing Parts,0.2745280861854553
CD-Wiedergabe unsicher. - Laser gereinigt.,Unknown/Unspecified Problem,0.16928549110889435
blinkte beim Einschalten 9x hintereinander - beim Einschalten wurde die Endstufe für die Hintergrundbeleuchtung kurz angesteuert - 64V lagen dann an - am LED-Backlight-Tester leuchete die Hintergrundbeleuchtung aber erst mit 108V - Ursache der zu niedrigen Spannung nicht gefunden.,Unknown/Unspecified Problem,0.09107492119073868
Wasserschaden.,Physical/Structural Damage,0.07920669764280319
"Akkuwechsel, Datensicherung.",Alignment/Calibration Issues,0.08006834983825684
Keine Funktion. - defekten Elko im Netzteil gewechselt - Gerät ist aus den USA – für 120VAC. Fortsetzung folgt.,Missing Parts,0.2715350091457367
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Näht nicht richtig.,Unknown/Unspecified Problem,0.15805014967918396
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Zusammen bauen.,Missing Parts,0.16613152623176575
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Pedal erhitzt sich.,Motor/Drive Issues,0.18007633090019226
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Geht von allein wieder aus.,Wear and Tear/End of Life,0.16909149289131165
unsichere Wiedergabe. - Kabelbruch am Klinkenstecker - Aussetzer am Lautstärkeregler - neuer Stecker angelötet - Lautstärke-Poti haben wir mit Kontaktspray behandelt.,Unknown/Unspecified Problem,0.4637905955314636
"Besucher hatte das Laufwerk zerlegt und ein Teil übrig. - zerlegt, wieder richtig zusammengebaut - Laseroptik gereinigt.",Missing Parts,0.5851548910140991
DVD wurde nicht mehr abgespielt. - DVD Laufwerk mit Druckluft gereinigt - Strahlstrom via Poti leicht erhöht.,Missing Parts,0.3660511374473572
Stecker abgerissen. - neuen JST-XH-Stecker angelötet.,Incorrect Assembly,0.11963244527578354
keine Funktion - Besucher hatte schon die 4-A-Sekundärsicherung gewechselt - Sicherungshalter und die Sicherung waren stark korrodiert - Sicherungshalter war durch Hitzeentwicklung stark verformt - Sicherungshalter gereinigt und neue Sicherung eingesetzt - neuer Sicherungshalter empfohlen.,Missing Parts,0.12060412019491196
"Akustiksignal für die Auslösung des Überspannungsschutzes gab einen schwachen Ton ab und die LED für korrekte Funktion leuchtete nicht mehr. - ausgelöste Thermosicherung zur Überwachung der Varistoren - Sicherung erneuert - Gerät für 220 V Netzspannung gebaut, kann bei heute 230V wieder auslösen.",Missing Parts,0.10413984954357147
Akku geringe Laufzeit. - mitgebrachten Akku eingebaut.,Wear and Tear/End of Life,0.33081647753715515
Kabel zu Schalter durchgebrannt.,Physical/Structural Damage,0.0817384123802185
Platine defekt.,Incorrect Assembly,0.1183631643652916
"funktioniert, vielleicht hat nur der Quirl kurzzeitig geklemmt.",Missing Parts,0.07736565172672272
"Nippel gebrochen , Hebel entfernt.",Missing Parts,0.12635156512260437
Mahlwerk dreht ohne zu mahlen. Gerät konnte nicht geöffnet werden.,Missing Parts,0.2740824520587921
Kabelbruch. Neue Klemmen angeklemmt.,Physical/Structural Damage,0.27404549717903137
keine Akkuladung mehr &gt;&gt; Reparatur durchgesprochen – wird selbst repariert.,Unknown/Unspecified Problem,0.16544611752033234
"mahlt zu grob, deshalb dünner Kaffee &gt;&gt; Mahlwerk eingestellt, aber noch Zeit zu kurz – evtl Platinenfehler.",Incorrect Assembly,0.19527457654476166
saugt nicht auf &gt;&gt; verstopfte Düse gereinigt.,Incorrect Assembly,0.11419910192489624
näht nur noch rückwärts &gt;&gt; verharzte Maschine gereinigt und geölt.,Physical/Structural Damage,0.2933823764324188
Schubfach defekt &gt;&gt; verklebtes Schubfach gereinigt.,Incorrect Assembly,0.20692132413387299
keine Funktion mehr &gt;&gt; alle Funktionen ok.,Missing Parts,0.07660795003175735
schaltet bei voller Leistung ab &gt;&gt; Schieberegler gereinigt.,Lubrication/Maintenance Needed,0.1194496676325798
Kohlen tauschen &gt;&gt; Kohlen getauscht und getestet.,Wear and Tear/End of Life,0.08970771729946136
"Kabelbruch, Stecker erneuert.",Physical/Structural Damage,0.2317589372396469
Lautstärkeregler defekt.,Remote Control or Signal Transmission Issue,0.071260467171669
saugt nicht/Filter gereinigt.,Incorrect Assembly,0.20500077307224274
Draht angelötet.,Aesthetic Issues,0.11322298645973206
CD Player öffnet nicht.,Unsafe to Use,0.10542281717061996
Rauch entwickelt.Netzteil Sicherung erneuert.,Excessive Noise/Vibration,0.11414030194282532
nur 1 Kanal abspielbar.,Missing Parts,0.26713860034942627
Akku leer.,Excessive Noise/Vibration,0.11893516778945923
synchron Start defekt.,Timer/Clock Issues,0.06948664039373398
"verschmutzt, wurde gereinigt.",Incorrect Assembly,0.13996252417564392
Keine Funktion. --&gt; Heizelement durchgebrannt. [HE],Incorrect Assembly,0.10198481380939484
Laute Geräusche und starke Dampfentweichung. [HE] Kugel des Rückschlagventils fehlt. Kein Ersatz beschaffbar.,Missing Parts,0.3600161671638489
Motor brummt und bewegt sich nicht. --&gt; Motor defekt - an Fachwerkstatt verwiesen. [HE] Motor defekt - an uns bekannte Fachwerkstatt verwiesen.,Motor/Drive Issues,0.20324966311454773
"Keine Funktion. Wird dem RC ""gespendet"". --&gt; Akkus defekt. [HE] Akkus defekt - Reparatur unwirtschaftlich, da Akkus zu teuer.",Component Failure (Electronic),0.11336077749729156
"Spielt nur kurz, geht dann aus. --&gt; Platinen und Leiterbahnen teilweise verätzt. [UE] Platinen und Leiterbahnen sind teilweise so verätzt, dass es von uns nicht repariert werden kann.",Missing Parts,0.06993727385997772
Schlechte Bildqualität. [UE] Sieht nach Problemen mit der Kopftrommel aus. Eventuell hilft eine Reinigungs-Kassette.,Aesthetic Issues,0.1556963175535202
"Defekt, vermutlich Wackelkontakt. --&gt; Irreparabel, Schrott. [HE]",Incorrect Assembly,0.0923810601234436
Keine Funktion. [UE],Incorrect Assembly,0.0709977000951767
Pumpe defekt. --&gt; Pumpe beschafft und ersetzt. [HE],Incorrect Assembly,0.2128724902868271
Temperaturregelung defekt. [HE],Cooling Problems,0.1545688360929489
Zugschalter defekt. [HE],Missing Parts,0.0856902152299881
Netzkabel lose. --&gt; Netzkabel neu angeschlossen. [HE],Leaking,0.11351144313812256
Keine Funktion. --&gt; Netzteil defekt. Wird durch externes Steckernetzteil ersetzt. [UE],Missing Parts,0.11061909794807434
Von Besucher mitgebrachte Ersatzteile einbauen. [HE],Missing Parts,0.16502803564071655
Touchsensor defekt. [HE],Unsafe to Use,0.10425826907157898
Gliederarmband kürzen. [UHR],Incorrect Assembly,0.07564527541399002
Bild und Ton defekt. --&gt; Kein Fehler feststellbar. [UE],Missing Parts,0.11211490631103516
Wackelkontakt. [HE],Remote Control or Signal Transmission Issue,0.1401251256465912
Netzkabel erneuern. [HE],Alignment/Calibration Issues,0.055319152772426605
Gehäuse defekt. --&gt; Schrauben und Gehäuseteile sind ausgebrochen. Föhn kann nicht mehr sicher benutzt werden. [HE],Missing Parts,0.37327396869659424
"Lampe schon lange kaputt, nun keine Erwärmung mehr. - Türschalter und die Sicherungen geprüft - Hochvolt-Sicherung defekt - neuen Sicherung versucht, kein Erfolg.",Missing Parts,0.16570135951042175
"langsamer Lauf, keine Leistung. - AC-Motor mit Arbeitswicklung und Hilfswicklung - Phasenverschiebung zwischen den beiden Wicklungen reicht nicht mehr - Drehmoment ist da, jedoch die Drehzahl (geschätzt 50 …100 RPM) zu klein.",Motor/Drive Issues,0.1779606193304062
Display und das Backplate beschädigt. - beim Zerlegen Flexkabel beschädigt.,Missing Parts,0.4717668294906616
"Walzen drehten sich, sobald der Netzstecker eingesteckt wurde. Fußpedal ohne Einfluss. - RC-Löschglied „2(47 nF+100 Ohm)“ über den Mikroschaltern im Pedal kontrolliert - 1 Kondensator war kurzgeschlossen.",Missing Parts,0.12984922528266907
Fortsetzung am 27.6.23: - neues Flachbandkabel montiert - Display eingeklebt.,Display/Screen Issues,0.22623585164546967
Motor brummt nur beim Einschalten. - elektromagnetischen Bremse gelöst - Motorwelle noch fest - Kugellager wasserdicht (kein ölen mgl.) - Motor zerlegt - Gast wechselt selbst die Lager zu Hause.,Motor/Drive Issues,0.14321672916412354
"Keine Funktion. - interner Akku (7,4V Nennspannung) völlig entladen war - ein Flexkabel nicht richtig im Sockel - alle Kontakte abgezogen und neu gesteckt - ging wieder, Akku wurde geladen.",Missing Parts,0.2034435123205185
"Leselampe defekt. - Fassung verschmort - Halterung der Fassung schon weggeschmolze - neue Fassung eingebaut, die Verdrahtung teilweise zurückgezogen und alles wieder montiert.",Missing Parts,0.1684197187423706
CD-Wiedergabe funktioniert nicht. - Optik am Laser gereinigt.,Component Failure (Electronic),0.13540472090244293
Keine Funktion. - im Netzteil 2 defekte Elkos -&gt;getauscht.,Missing Parts,0.15211446583271027
"nur Blinkcodes beim Einschalten. - Netzteil untersucht: ESR der Elkos, den Power-MOSFET und die Schottky-Dioden OK - 3,3V-Standby-Spannung vorhanden - 12V-Betriebsspannung fehlte - Grund für Nichtstarten nicht gefunden.",Unknown/Unspecified Problem,0.15855352580547333
Stecker gebrochen.,Incorrect Assembly,0.06692323833703995
Display Wackelkontakt.,Remote Control or Signal Transmission Issue,0.20048104226589203
Näht nicht.,Unknown/Unspecified Problem,0.26339030265808105
Zusammen bauen.,Missing Parts,0.16613152623176575
"Sicherung fliegt raus, ohne Funktion.",Missing Parts,0.25138407945632935
Kabelbruch.,Physical/Structural Damage,0.2425852119922638
zog kein Wasser mehr aus dem Tank. - Test des Wasserlaufs - Undichtigkeit an der Brühkolben-Nutendichtung.,Missing Parts,0.21370941400527954
keine Funktion. - Netzteil zum Aufladen des Akkus OK - Wicklungskurzschluss im Motor.,Lubrication/Maintenance Needed,0.17599980533123016
"Rotoren drehten sich, aber er hobt nicht ab. - Akku verschlissen - Spannung brach bei Belastung ein.",Excessive Noise/Vibration,0.0853753313422203
"Fortsetzung am 6.7.23: - neuer Akku hat beim ersten Laden, durch Fahrlässigkeit, einen Kurzschluss bekommen - Sicherheitsplatine durchgebrannt - Gast hat einen weiteren Akku - Gast versucht eine Ersatzplatine zu beschaffen.",Missing Parts,0.19966305792331696
Maschine testen.,Remote Control or Signal Transmission Issue,0.07173079252243042
Kabel angesägt.,Incorrect Assembly,0.1414513885974884
"fuhr immer nur noch kurz an, drehte sich im Kreis und stoppte dann. - Stoßleiste abgebaut und Sensorik gereinigt - rechtes Antriebsrad untersucht, denn es bewegte sich nicht - augebaut und mit externem Netzteil betrieben, OK - wieder angeschlossen funktionierte es - Vermutlich Kontaktproblem am Motoranschluss.",Motor/Drive Issues,0.2009347379207611
"fuhr nicht mehr. - Getriebeumschalter für schnelle oder langsame Fahrt in Mittelstellung, kein Kraftschluss - Bedienung erklärt.",Speed Control Problems,0.1162625104188919
funktionierte erst nicht mehr zuverlässig und nach einem Reparaturversuch der Besitzerin gar nicht mehr. - Sicherheitsmechanismus der Deckelkappe verklemmt - nicht richtig eingesetzten Sicherheitsmechanismus gerichtet - verbrutzelte Kontakte gereinigt.,Missing Parts,0.36730819940567017
Klingenwelle locker.,Physical/Structural Damage,0.14009715616703033
Panel startet nicht.,Unknown/Unspecified Problem,0.14265607297420502
Netzteil kaputt.,Incorrect Assembly,0.11888272315263748
Bewegt sicht nicht.,Unknown/Unspecified Problem,0.20387685298919678
CD und Kassette kaputt.,Incorrect Assembly,0.10334888845682144
Erkennt keine Speicherkarten.,Unknown/Unspecified Problem,0.2721185088157654
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Funktioniert nur unzuverlässig.,Unknown/Unspecified Problem,0.14131316542625427
ohne Funktion.,Excessive Noise/Vibration,0.14077025651931763
Riecht verbrannt.,Excessive Noise/Vibration,0.09460585564374924
ohne Funktion.,Excessive Noise/Vibration,0.14077025651931763
Holz zusägen.,Missing Parts,0.06737031787633896
Ladebuchse usb ausgebrochen.,Missing Parts,0.06354326754808426
Sicherung durchgebrannt.,Sealing/Adhesion Problems,0.08219873905181885
unbekannter Fehler.,Unknown/Unspecified Problem,0.3276170492172241
"Akku defekt, neuen Akku eingelötet.",Incorrect Assembly,0.15786245465278625
"Batterie ausgelaufen, Kontakte gereinigt.",Battery/Charging Issues,0.5223937034606934
Ohne Funktion. Stecker getauscht.,Missing Parts,0.21013201773166656
Kabel abgerissen. Wieder Verlötet.,Incorrect Assembly,0.08233378827571869
Ev. Ultraschallgeber defekt.,Excessive Noise/Vibration,0.07373689860105515
Will nicht mehr richtig drucken.,Unsafe to Use,0.1862691193819046
schließt nicht mehr.,Wear and Tear/End of Life,0.20216988027095795
Kondensator kaputt.,Remote Control or Signal Transmission Issue,0.1378106027841568
Lädt nicht mehr.,Wear and Tear/End of Life,0.1944313645362854
Geht öfter aus.,Wear and Tear/End of Life,0.12193869799375534
Druckt kein Schwarz.,Missing Parts,0.06910517811775208
Rauscht schlagartig bei Benutzung.,Incorrect Assembly,0.07897109538316727
wird nicht heiß.,Unknown/Unspecified Problem,0.33358511328697205
Drehteller geht nicht.,Unknown/Unspecified Problem,0.15707167983055115
Bleibt schwarz beim Hochfahren.,Aesthetic Issues,0.09151513129472733
"Erst schwergängig, dann Stillstand.",Wear and Tear/End of Life,0.22277304530143738
Display defekt.,Unsafe to Use,0.1689465492963791
ET-Platine einbauen &gt;&gt; falsche Platine – nochmal bestellen.,Incorrect Assembly,0.37551382184028625
heizt nicht mehr &gt;&gt; Thermosicherung def – Besucher besorgt ET.,Missing Parts,0.14226509630680084
Flüssigkeit in Tastatur.,Liquid/Water Damage,0.0735202506184578
Dyson geht an und aus.,Incorrect Assembly,0.09995752573013306
Stecker fehlt.,Incorrect Assembly,0.06801176816225052
Kein Strom.,Mechanical Blockage in Moving Parts,0.0805932804942131
Keine Funktion.,Incorrect Assembly,0.08413784950971603
Liest nicht alle CDs.,Missing Parts,0.10476429015398026
Läuft nicht oder Wasser tritt aus.,Wear and Tear/End of Life,0.18816617131233215
Uhrzeit einstellen.,Wear and Tear/End of Life,0.21545368432998657
"Kein Ton, defekt.",Unsafe to Use,0.18064899742603302
Geht nicht.,Unknown/Unspecified Problem,0.1725519746541977
Funktioniert nur teilweise.,Incorrect Assembly,0.09217873215675354
Röhre tauschen.,Incorrect Assembly,0.062188755720853806
Ging plötzlich nicht mehr.,Wear and Tear/End of Life,0.2437470257282257
"Wackelkontakt, bitte nachlöten.",Remote Control or Signal Transmission Issue,0.10775650292634964
Für Sat TV einstellen.,Display/Screen Issues,0.08351796120405197
Netzkabel defekt.,Connectivity Problems,0.10854151844978333
macht keine Updates mehr.,Incorrect Assembly,0.08635222166776657
Sprüht Funken.,Software/Firmware Issues,0.0738501325249672
Bitte Linux aufspielen.,Software/Firmware Issues,0.10054116696119308
Probleme bei Anmeldung nach Reset.,Alignment/Calibration Issues,0.186299666762352
Geht nach Sturz nicht mehr an.,Wear and Tear/End of Life,0.10500478744506836
Schalter ausgehakt.,Incorrect Assembly,0.12602709233760834
Deckel klemmt.,Locking Mechanism Failure,0.08974061906337738
Rohr geht nicht mehr ab.,Wear and Tear/End of Life,0.23181459307670593
tot &gt;&gt; Schalter gereinigt und Rastung justiert.,Wear and Tear/End of Life,0.08180765807628632
tot &gt;&gt; repariert.,Lubrication/Maintenance Needed,0.1532423496246338
Mechanik blockiert &gt;&gt; Einschub ausgerichtet.,Incorrect Assembly,0.09973816573619843
defekt &gt;&gt; Batterieanschluss nachgebessert.,Incorrect Assembly,0.19454745948314667
gebrochen &gt;&gt; Bruchstücke geklebt und montiert.,Physical/Structural Damage,0.3506167531013489
"def &gt;&gt; Filtereinsatz ausgerichtet, Verriegelung gereinigt und justiert.",Lubrication/Maintenance Needed,0.06581404060125351
Anschlussleitung defekt.,Incorrect Assembly,0.10041434317827225
Unterbrechung in Spiralkabel beseitigt.,Incorrect Assembly,0.10830092430114746
Geht nicht Konnte nicht geöffnet werden.,Unsafe to Use,0.1891944408416748
Geht nicht an. Akku defekt.,Incorrect Assembly,0.2897636592388153
"Läuft nicht mehr Vermutlich Batterie leer, geöffnet, Tausch Batterie durch Besucher.",Unsafe to Use,0.2698785066604614
"Zeiger lose Zeiger wieder auf Welle gesetzt,",Missing Parts,0.22567711770534515
USB Kabel mit offenem Mantel Mantel mit Isolierband und Sekundenkleber wieder gefestigt.,Cable/Wire Damage,0.11835534870624542
USB kabel Mantel aus Stecker gelöst Mantel mit Kleber wieder fixiert.,Missing Parts,0.15301993489265442
Läuft nicht Kabel von Platine wieder angelötet.,Missing Parts,0.11739164590835571
Startet nicht Schalter wieder etwas nach oben gesetzt. Startet wieder.,Missing Parts,0.14912457764148712
Nicht notiert.,Unknown/Unspecified Problem,0.2529112994670868
Zahnräder im Getriebe defekt. Bei Braun-Service bestellen.,Missing Parts,0.258135586977005
Stecker erneuern.,Incorrect Assembly,0.09503733366727829
Kontakte säubern.,Remote Control or Signal Transmission Issue,0.16513055562973022
3 Akkuzellen erneuern.,Excessive Noise/Vibration,0.106427401304245
Haltemagnet gereinigt (blieb nicht unten),Unknown/Unspecified Problem,0.12808667123317719
Kabeleingang repariert.,Lubrication/Maintenance Needed,0.15811175107955933
Neuen Schalter einbauen.,Incorrect Assembly,0.13872429728507996
Reinigung des Telefonsteckers.,Remote Control or Signal Transmission Issue,0.278143048286438
Stecker erneuern.,Incorrect Assembly,0.09503733366727829
Zündkerzen erneuern.,Sealing/Adhesion Problems,0.0539555586874485
Schalter befestigt.,Excessive Noise/Vibration,0.08704522997140884
Schalter gereinigt.,Excessive Noise/Vibration,0.0743793174624443
Steckerkontakte zurechtgebogen.,Remote Control or Signal Transmission Issue,0.134507417678833
Halter für Heizdraht defekt.,Missing Parts,0.07397380471229553
"Starkes Bürstenfeuer, unruhiger Lauf. Motro defekt.",Unsafe to Use,0.1378907710313797
nach Sturz kein Heizfunktion mehr. Nach Diagnose wird der Fehler an der Netzanschlussleitung gefunden. Ein Kabelschuh hat sich gelöst. Durch hohen Übergangswiderstand hat der Schuh sich aus seinem Kunststoffsitz herausgeschmolzen. Die sichere Lösung ist der Erwerb einer neuen Netzanschlussleitung durch den Gast. Wird fortgesetzt.,Physical/Structural Damage,0.08814186602830887
Teller dreht nicht. Motor - Wicklung hochohmig - TYJ50-8A7 5U/min 50Hz F63265U02XN.,Remote Control or Signal Transmission Issue,0.09166030585765839
"Sicherung druchgebrannt, nach wechsel Tieftöner ohne Funktion. Diagnose fördert defekte Elkos (gebläht und ausgelaufen) auf der Endstufenplatine zu Tage. Der Gast versorgt neue.",Missing Parts,0.361782431602478
"Aus 3 defekten eine gemacht. Tatsächlicher Fehler nicht Taster sondern Mechanik. Zugang zur Mechanik mit Dremel aufgeflext. Feststellung: Ermüdungsbruch von Stab, welcher die Vibration transportiert Elektronik weiternutzen und Mechanikteil von Zahnbürste einer anderen übernommen.",Missing Parts,0.22660677134990692
Startet nicht mehr. CMOS Batterie herausgenommen und kurzgeschlossen. Standardwerte geladen. Floppy Controller deaktiviert. DVD Laufwerk geht nicht auf. Taster ist Defekt. Auswerfen im Windows funktioniert aber.,Battery/Charging Issues,0.3414306342601776
"liefert keinen Strom Kontakte zu den Zellen bzw. Sammlerschienen korrodiert und unterbrochen, Abdeck-Glas über Sammlerschienen teilweise entfernt um Kontakte freizulegen, neue Kontaktfahnen angelötet. Der Gast baut dem Rahmen mit neuem Silikonverguss wieder daran.",Missing Parts,0.0860765129327774
Querstreifen im Bild. Beamer getestet: Streifen festgestellt. Gerät geöffnet bis zur Platine und Test: Fehler weg. Druckempfindlichkeit bei Prozessor bzw. zu Konnektor DLP welcher Fehler provoziert festgestellt. Platine angehoben und DLP Konnektor neu eingerastet. Fehler ist weg. Vermutung war Verbindungsproblem. Falls fehler wieder auftritt nochmal besser reinigen empfohlen. Wieder zusammengebaut. Endtest ok.,Loose Connections,0.08169194310903549
Fortsetzung am 27.6.23: - Widerstand - R22 im Mute-Zweig des Hauptverstärkers - war hochohmig -&gt; gewechselt.,Excessive Noise/Vibration,0.12616480886936188
Fortsetzung am 6.7.23: - bestellten Schrittmotor TYJ50-8A7 eingebaut.,Component Failure (Electronic),0.09055826812982559
Wackelkontakt.,Remote Control or Signal Transmission Issue,0.1553703397512436
ohne Funktion.,Excessive Noise/Vibration,0.14077025651931763
Spontanausfall.,Unknown/Unspecified Problem,0.13635721802711487
Frontlight kaputt.,Display/Screen Issues,0.11029036343097687
"geminderte Saugfähigkeit, Potentiometer defekt.",Power Failure,0.07868576794862747
erhitzt nicht mehr.,Wear and Tear/End of Life,0.18063586950302124
gebrochen.,Unknown/Unspecified Problem,0.07185840606689453
Schalter kaputt.,Incorrect Assembly,0.1061171218752861
fährt nicht los.,Unknown/Unspecified Problem,0.16220542788505554
bestimmte Zahlen schlagen nicht um (Klappzahluhr),Missing Parts,0.11604705452919006
Einraster rastet nicht.,Incorrect Assembly,0.10203054547309875
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Klingel defekt.,Leaking,0.08014048635959625
Dichtung defekt.,Unsafe to Use,0.11935964226722717
"Display zeigt bei eingelegtem Akku sofort schwarzes Displaybild mit weißer Schrift ""Connect Tel. mit USB-Kabel an Computer""",Connectivity Problems,0.11600395292043686
"Papiertransport, Papier kommt gewellt heraus. Sensor? Walze.",Incorrect Assembly,0.17225544154644012
Unterbrecherschalter funktioniert nicht mehr.,Unknown/Unspecified Problem,0.16124127805233002
Fotobestellclient ließ sich nicht installieren. Software erforderte Windows 10. Windows 10 hingegen nicht installierbar auf Grund fehlender Treiberunterstützung.,Software/Firmware Issues,0.16569884121418
Kein Wasserdurchlauf.,Liquid/Water Damage,0.17447905242443085
"Fehlermeldung, dass die SD-Karte beschädigt sei. Handy fordert zum Einlegen einer neuen SD-Karte auf.",Incorrect Assembly,0.22897124290466309
"Nach Entkalken, Kaffee lief über die Mitte, danach Fehler: Hahn auf.",Missing Parts,0.191908061504364
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
Funktioniert trotz Akkuaufladung nicht.,Missing Parts,0.12151417881250381
Akku lässt sich nicht mehr voll laden. Spieldauer lässt nach.,Missing Parts,0.12681210041046143
Schalter defekt.,Cooling Problems,0.08248106390237808
Kabel defekt.,Unsafe to Use,0.07008230686187744
Problem mit der Elektronik?,Component Failure (Electronic),0.1740974485874176
Displaybruch.,Physical/Structural Damage,0.12422336637973785
Druckt nicht.,Unknown/Unspecified Problem,0.14650383591651917
Sicherung springt immer raus.,Sealing/Adhesion Problems,0.12230436503887177
Beim Einschalten springt di Sicherung raus. Kontaktfehler.,Incorrect Assembly,0.0679466649889946
"""ungesunde"" Laufgeräusche. Gerät konnte nicht geöffnet werden, da verklebt.",Unknown/Unspecified Problem,0.1654401421546936
"wird zu heiß. Gerät auseinandergenommen, Reparatur technisch nicht möglich.",Unsafe to Use,0.1439969390630722
"Servicelampe leuchtet, Maschine gibt Pfeif- und Piepton von sich.",Missing Parts,0.20305579900741577
CD und Kassette kaputt.,Incorrect Assembly,0.10334888845682144
USB-Port abgebrochen.,Incorrect Assembly,0.12485882639884949
Feder abgebrochen (Spannung),Incorrect Assembly,0.0917540118098259
Netzteil defekt.,Missing Parts,0.11566182971000671
Ohne Funktion.,Unknown/Unspecified Problem,0.07164303213357925
SIM Karte wird nicht erkannt.,Unknown/Unspecified Problem,0.2491915225982666
keine Beleuchtung.,Unknown/Unspecified Problem,0.07268811762332916
fibriert beim Einschalten stark.,Wear and Tear/End of Life,0.15852965414524078
lädt nicht mehr auf.,Wear and Tear/End of Life,0.14793550968170166
Schalter defekt. Kunde hat neuen Schalter mitgebracht.,Incorrect Assembly,0.20711082220077515
"Schalter defekt, ausgetauscht.",Incorrect Assembly,0.2518714368343353
Sicherung defekt.,Software/Firmware Issues,0.08669611811637878
zieht kein Wasser und keine Milch.,Missing Parts,0.3686395585536957
Kabel defekt.,Unsafe to Use,0.07008230686187744
Geht nicht mehr an.,Incorrect Assembly,0.2367391586303711
Kassettendeck defekt.,Incorrect Assembly,0.09024657309055328
"Wackelkontakt, Kabelbruch.",Physical/Structural Damage,0.11052854359149933
touchscreen defekt.,Display/Screen Issues,0.3032659888267517
"Federspannung zu gering Flusen entfernt,durchgeölt, Federspannung neu eingestellt, OK.",Missing Parts,0.07672808319330215
brüht keinen kaffee.,Incorrect Assembly,0.12165745347738266
läuft nicht und stinkt.,Unsafe to Use,0.14619433879852295
"8 kg, durchgebrannt.",Incorrect Assembly,0.15203621983528137
"3 kg, CD-Spieler erkennt CD nicht mehr. Disk-Sensor ist defekt/schwer zugänglich.",Missing Parts,0.13093452155590057
"2 kg, 4 Tasten funktionieren nicht mehr.",Missing Parts,0.26481640338897705
Keine Funktion.,Incorrect Assembly,0.08413784950971603
"1.3 kg, Lautstärkeregler defekt.",Incorrect Assembly,0.07977336645126343
"10 kg, Scanner- und Drucker funktionieren nicht mehr.",Missing Parts,0.3055805265903473
"7 kg, Kabelschaden, Fehler war nicht reproduzierbar!",Incorrect Assembly,0.2286476492881775
"9 kg, Ton ist immer wieder weg.",Incorrect Assembly,0.06157978996634483
"1 kg, automatisches Schweißen funktioniert nicht, manuelles Bedienen geht. Der Fehler konnte nicht gefunden werden, weil das Gerät nicht geöffnet werden konnte.",Unknown/Unspecified Problem,0.09263650327920914
"3.7 kg, Wackelkontakt am Handstück.",Remote Control or Signal Transmission Issue,0.09914237260818481
Halterung für Toast bleibt nicht unten.,Unsafe to Use,0.2114241123199463
"8 kg, Nadelstange verschoben.",Incorrect Assembly,0.1374923139810562
Laute Geräusche und stinkt.,Wear and Tear/End of Life,0.09116204082965851
"9 kg, Brühgruppe wird nicht mehr richtig bewegt.",Unsafe to Use,0.21117819845676422
Bruch am Kabeleingang.,Physical/Structural Damage,0.18322640657424927
"4.5 kg, rauscht, funktioniert nicht richtig. Rauschen nur bei Radiobetrieb, wenn die Antenne nicht ausgefahren ist.",Remote Control or Signal Transmission Issue,0.11109822988510132
"8 kg, Fadenspannung lässt sich nicht mehr einstellen.",Missing Parts,0.10737013816833496
"3 kg, Handschalter.",Loose Connections,0.09554844349622726
